Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
7.29,5.38,0.95,1.064,K0III,15.943912,0
5.46,3.42,0.9,0.813,G0III...,13.130131,0
9.26,4.79,1.42,0.604,G0V,17.661678,1
4.55,7.47,0.82,0.038,A3IV,13.916603,1
8.97,0.74,0.91,0.677,B0.5II,13.316158,0
5.41,2.82,0.51,-0.169,B2/B3II/III,12.661245,0
6.83,4.78,0.58,0.95,G8III,15.227139,0
6.36,8.71,0.84,1.09,G8III,16.060091,0
8.02,26.79,0.99,0.7,G5V,20.159864,1
8.94,8.68,1.23,0.507,F6V,18.632599,1
6.66,1.17,0.8,0.11,B2V,12.000929,1
10.05,22.77,1.62,1.002,K0V,21.836815,1
7.57,34.73,3.83,0.702,G5/G6V,20.273523,1
5.09,6.48,0.78,1.498,K4/K5III,14.147875,0
8.44,3.82,1.2,1.042,K0III,16.350317,0
6.27,6.95,0.58,1.25,K2III,15.479923,0
8.02,5.15,1.22,0.403,A9/F0III,16.579037,0
9.43,4.68,1.83,0.596,F8/G0V:,17.78123,1
6.64,7.04,0.73,0.948,G8III,15.877863,0
6.87,1.85,0.85,0.913,G3II/III,13.205858,0
8.77,9.24,0.73,0.383,F3V,18.59836,1
8.53,-0.18,0.83,1.06,K1/K2III+..,9.806362,0
7.94,2.03,2.17,1.344,K2/K3III:,14.47748,0
7.59,3.04,0.7,0.231,A4III,15.004368,0
8.5,2.44,0.78,1.14,K0III,15.43695,0
8.95,31.38,1.16,0.868,K1V,21.433266,1
7.06,17.52,0.53,0.427,F3V,18.27767,1
7.76,3.62,0.69,1.023,G8III,15.553543,0
7.52,1.76,0.89,-0.096,B2V,13.747564,1
8.89,21.7,1.22,0.817,G8V,20.5723,1
9.0,7.34,1.45,0.553,F7/F8V,18.32848,1
7.27,5.39,0.92,1.168,K1III,15.927944,0
5.39,24.08,0.56,0.234,A4III,17.298283,0
6.52,47.65,0.6,0.686,G6V,19.910315,1
10.12,4.68,1.27,0.459,F3/F5IV/V,18.47123,1
6.52,7.66,1.04,0.068,A1V,15.941143,1
6.6,14.82,0.97,0.52,F6V,17.454243,1
8.37,2.76,1.1,1.231,K2III,15.574546,0
5.96,21.92,0.57,0.283,A9IV,17.664204,1
7.22,1.68,0.6,1.39,K3III,13.346546,0
8.24,2.68,0.75,1.52,K4III,15.380674,0
9.37,18.92,1.44,0.866,K1V,20.754606,1
10.42,3.02,1.84,0.397,A8/A9II,17.820034,0
8.2,2.37,0.83,1.219,K1III,15.073742,0
8.29,4.81,1.24,1.165,K1III,16.700726,0
6.69,35.14,1.91,0.68,G5V,19.419008,1
7.59,9.15,1.31,0.505,F6V,17.397106,1
8.43,3.84,1.35,1.086,K0III,16.351658,0
8.77,2.05,1.03,-0.105,B8II/III,15.32877,0
3.0,6.79,0.46,0.058,A3II-III,12.159349,0
8.81,0.98,1.54,1.621,M2III:,13.76613,0
7.55,5.56,0.94,1.067,K0III,16.275375,0
9.42,2.0,1.01,0.144,B9IV/V,15.92515,1
9.56,1.69,1.41,0.393,F0IV/V,15.699434,1
8.97,4.54,1.39,0.979,G6III,17.25528,0
8.69,13.07,1.05,0.589,G0V,19.271378,1
9.31,7.07,1.26,0.633,G3V,18.557098,1
8.06,0.35,1.07,1.375,K2III,10.78034,0
6.91,17.8,1.0,0.586,G0V,18.1621,1
7.96,3.75,1.18,1.011,G8/K0III,15.830156,0
8.14,5.16,0.7,0.092,A2V,16.703249,1
8.37,0.51,1.04,1.331,K3III,11.90785,0
7.33,10.17,0.84,0.461,F3/F5V,17.366604,1
9.68,5.36,1.19,0.513,F5V,18.325825,1
9.11,4.09,1.32,0.701,G5V,17.168617,1
7.21,0.71,0.86,0.691,F2/F3II,11.466291,0
7.74,6.96,0.65,0.106,A0V,16.953045,1
8.55,12.55,1.5,0.563,G0V,19.04322,1
8.94,0.09,1.21,0.63,B1III,8.711212,0
7.34,6.58,0.85,0.979,K0III,16.43113,0
8.85,11.14,0.9,0.572,G1V,19.084427,1
8.48,3.05,0.71,1.26,K2III,15.901499,0
8.36,3.43,1.19,1.097,G8II/III,16.03647,0
8.88,7.88,1.06,0.689,G3V,18.36263,1
7.92,3.57,0.8,0.195,A2/A3IV/V,15.683341,1
8.48,9.95,0.83,0.6,F8V,18.469114,1
6.97,2.27,0.84,0.964,G6/G8III+..,13.750129,0
8.36,2.6,0.98,1.171,K1III,15.434866,0
6.88,9.12,0.87,0.442,F3IV/V,16.679974,1
6.38,16.29,0.77,0.93,K0V,17.439606,1
8.55,5.36,0.76,1.193,K1III,17.195824,0
8.8,3.21,0.82,0.976,G6III,16.332525,0
9.82,3.97,4.32,0.573,G1V,17.813953,1
9.04,1.05,1.23,0.047,B6III,14.1459465,0
9.9,7.89,1.48,0.695,G6/G8IV/V,19.385384,1
8.23,1.3,1.49,0.171,B7III/IV,13.799716,1
7.85,10.97,1.01,0.408,F3V,18.051033,1
8.21,2.44,1.01,1.151,K2III,15.14695,0
8.13,2.61,1.13,0.92,G8III,15.213202,0
9.5,5.77,1.57,0.458,F2IV/V,18.30588,1
7.48,1.35,1.01,1.049,G8II,13.131669,0
8.52,20.07,1.15,0.648,G3V,20.032738,1
6.39,0.77,0.8,1.72,M3III,10.8224535,0
8.53,1.07,0.71,0.03,B9.5IV,13.676918,1
6.1,2.75,0.45,-0.132,B2IV-V,13.296663,1
8.93,5.92,0.76,0.452,F3V,17.791609,1
7.82,6.08,1.56,0.337,A9III/IV,16.739517,1
7.82,2.29,0.62,1.044,G6II/III,14.619178,0
6.13,6.73,0.69,1.01,K0III,15.270076,0
8.65,19.75,1.15,0.603,G0V,20.127834,1
8.77,-1.86,1.32,0.795,A5II,15.117565,0
7.92,3.09,0.91,0.909,G8III,15.369793,0
7.76,-1.34,1.73,0.99,G8III,13.395524,0
5.51,6.73,0.65,0.985,G8II,14.650076,0
5.14,10.87,0.47,1.263,K2III,15.321148,0
7.47,17.82,1.05,0.478,F6V,18.724539,1
6.59,5.09,0.83,-0.069,B9V,15.123589,1
11.05,8.66,2.61,0.808,K0V,20.73759,1
9.63,13.59,2.01,0.62,G5Vw...,20.296097,1
5.96,2.2,0.88,1.158,K0II/III,12.672113,0
7.31,3.03,0.87,0.119,A1/A2IV/V,14.717213,1
8.55,5.34,0.74,0.956,G8/K0III,17.187706,0
6.22,3.2,0.65,-0.147,B2/B3V,13.745749,1
7.91,4.08,0.79,1.045,K0III,15.963301,0
8.51,2.28,0.81,1.35,K3III,15.299675,0
7.34,8.45,1.06,0.005,B9.5V,16.974285,1
6.28,30.74,0.51,0.521,F8V,18.71852,1
7.83,6.34,1.89,1.074,K0/K1IV,16.840446,1
8.53,7.4,0.82,0.428,F3V,17.87616,1
8.1,10.83,0.7,0.436,F3/F5V,18.273142,1
7.85,15.75,1.16,0.599,G2V,18.836403,1
8.13,4.88,1.03,0.193,A0II/III,16.572098,0
8.61,1.0,0.88,1.788,M2/M3III:,13.61,0
7.9,3.63,0.77,1.19,K1/K2III,15.699533,0
9.93,19.11,2.55,1.01,K0V,21.336304,1
8.56,5.4,0.71,0.344,A1V,17.22197,1
9.72,3.1,1.62,0.626,F3/F5IV,17.176807,1
8.82,11.91,1.23,0.637,G3V,19.199558,1
6.4,6.85,0.66,0.995,K0II/IIICN,15.578453,0
8.2,3.75,0.84,0.873,G6III,16.070156,0
2.97,14.75,0.75,1.588,M1IIIb Ca-1,13.81396,0
9.56,9.59,0.96,0.502,F7V,19.469093,1
7.98,2.92,0.68,1.337,K3III,15.306913,0
6.94,10.28,0.85,0.273,F0/F2IV,16.999966,1
4.56,6.15,0.46,1.59,M2III,13.504375,0
7.64,4.35,0.63,0.993,K0III,15.832445,0
8.5,7.25,1.01,0.593,F8/G0V,17.80169,1
5.82,5.38,0.46,1.279,K3III,14.473911,0
5.84,7.16,0.87,0.012,B3V,15.114565,1
7.43,0.99,2.18,0.09,B7V,12.408176,1
7.09,6.45,0.66,1.013,K0III,16.137798,0
6.77,10.34,0.74,0.173,A2V,16.842604,1
10.36,14.1,1.87,0.901,G6/G8IV:,21.106094,1
9.06,3.99,0.88,0.115,A2V,17.064865,1
5.54,10.04,0.86,-0.064,B9V,15.548669,1
7.55,7.01,0.6,0.387,F0III/IV,16.778591,1
8.86,3.7,0.9,0.327,A7IV,16.701008,1
10.12,1.7,2.43,1.423,K5V,16.272243,1
6.09,7.83,0.53,0.303,F0V:,15.558809,1
8.45,3.66,0.75,1.178,K1IIICN...,16.267406,0
8.47,4.73,0.79,0.976,K0III,16.844307,0
8.97,-0.59,1.33,0.789,F7II,12.824261,0
7.61,1.1,0.62,1.777,M2III,12.816963,0
4.25,9.41,0.84,-0.011,A0IVn,14.117949,1
6.37,5.13,0.59,-0.081,B8/B9V,14.920587,1
8.51,4.28,1.17,1.049,K1III,16.66722,0
8.28,2.18,1.16,1.575,K3III,14.972282,0
9.63,8.02,1.04,0.53,F7V,19.150871,1
5.74,5.74,0.86,1.176,K0III:,14.534559,0
9.81,7.37,1.52,0.637,G3/G5V,19.147339,1
9.03,10.88,1.39,0.59,G2V,19.213144,1
8.82,1.95,1.3,0.37,O9.5Ia,15.270173,0
8.76,1.89,1.41,0.593,O9.5/B0Iab,15.142309,0
8.91,3.19,1.26,1.104,G8III,16.428953,0
5.75,10.71,0.89,1.043,K0II,15.898947,0
7.31,3.39,0.9,0.002,B3V,14.960999,1
9.21,-3.29,1.83,0.165,B5II/III,16.795979,0
7.32,23.18,0.92,0.622,G0V,19.145567,1
8.69,7.66,1.19,0.489,F5V,18.111143,1
9.02,2.67,0.72,0.521,F3V,16.152557,1
8.46,3.88,0.79,0.45,F2III,16.40416,0
8.07,4.25,1.09,1.071,K0III,16.211945,0
8.68,2.48,0.77,1.321,K2III,15.652258,0
8.31,3.46,1.13,1.093,K0III,16.00538,0
6.83,4.48,0.54,1.172,K2III,15.08639,0
7.12,2.24,0.92,-0.042,B5III,13.87124,0
10.2,6.48,2.39,0.597,G5V,19.257874,1
8.47,4.33,1.13,1.178,K1/K2III,16.65244,0
8.3,24.97,0.9,0.708,G5V,20.287094,1
9.33,17.81,1.64,0.84,K1V,20.583319,1
9.92,-1.08,1.54,0.87,G8III,15.087119,0
8.33,3.49,1.13,0.987,K0III,16.044128,0
8.3,1.84,0.75,1.303,K1II,14.624089,0
7.14,8.99,0.84,0.885,G8IV,16.908798,1
9.15,2.54,0.82,1.347,K2/K3III,16.174168,0
8.53,14.91,0.83,0.524,F7V,19.397388,1
8.61,0.97,0.88,0.927,G6III,13.543859,0
6.83,3.66,0.83,1.197,K2III,14.647406,0
9.1,6.03,1.2,0.638,G3V,18.001587,1
8.1,4.67,1.08,1.036,K0III,16.446585,0
9.47,7.45,1.36,0.685,G3V,18.830782,1
7.84,3.98,0.96,1.025,G8III,15.839416,0
8.86,17.14,0.77,0.812,K0/K1V,20.030052,1
10.43,1.85,4.89,0.15,B5:III:,16.76586,0
8.98,3.33,1.51,1.208,K1III,16.59222,0
8.2,0.25,1.18,1.308,K2/K3III,10.189699,0
7.63,8.73,0.55,0.513,F5IV,17.335072,1
8.6,6.13,1.41,0.37,F3V,17.537304,1
8.69,0.53,3.01,1.1,G8III,12.3113785,0
8.12,8.91,0.91,0.488,F5V,17.869389,1
6.3,3.24,0.8,1.173,K0/K1II,13.852725,0
7.43,3.86,0.92,1.286,K2/K3III,15.362936,0
9.12,6.48,1.22,0.555,F8IV,18.177876,1
8.89,4.62,0.77,0.461,F6IV,17.213211,1
8.23,3.64,1.06,1.204,K1IIICN...,16.035507,0
7.43,2.65,0.98,1.615,M2III,14.546229,0
8.55,6.87,1.09,1.743,M3/M4III,17.734783,0
7.86,3.69,0.64,1.193,K2III,15.695131,0
7.84,2.46,0.67,-0.027,B1Vn,14.794676,1
8.2,2.93,0.84,0.224,A8V,15.534338,1
5.77,4.0,1.01,1.654,M0III,13.7803,0
7.52,2.5,0.84,1.299,K1/K2III,14.509701,0
7.84,0.24,1.13,1.573,K5III,9.741056,0
8.25,1.37,0.89,1.434,K2III,13.933603,0
1.79,22.55,1.02,-0.031,B9.5III,13.555733,0
8.24,4.2,0.96,1.148,K1III,16.356247,0
8.32,1.66,1.09,1.087,K0III,14.42054,0
9.06,1.43,1.16,0.434,F3IV/V,14.83668,1
9.24,3.05,1.46,1.039,K1III,16.661499,0
8.96,5.29,1.27,0.747,K0III+...,17.577278,0
8.18,2.7,0.72,0.096,B9.5V,15.33682,1
5.49,75.1,0.8,0.632,G3V,19.868198,1
8.5,4.25,1.08,0.49,F6IV,16.641945,1
8.14,5.78,0.98,0.99,G8III,16.949638,0
6.37,17.91,0.72,0.44,F3IV,17.635479,1
7.81,0.22,0.92,1.696,M1/M2III,9.522114,0
7.94,3.02,0.61,0.026,A0IV/V,15.3400345,1
8.96,5.61,0.98,1.015,K0III,17.704815,0
8.61,5.35,1.03,1.041,K1III,17.251768,0
8.96,8.93,1.59,0.6,F5V,18.714256,1
9.13,2.81,0.83,0.184,A3V,16.373531,1
9.36,8.74,1.54,0.46,F7V,19.067556,1
7.78,3.14,0.93,1.401,M5IIvar,15.264648,0
7.02,2.89,0.61,-0.111,B3III,14.32449,0
9.58,14.89,1.7,0.904,K0V,20.444473,1
9.25,3.15,0.96,1.096,G8III/IV,16.741552,1
8.64,2.38,0.9,0.046,A1V,15.522885,1
9.38,11.93,0.93,0.593,G1V,19.763203,1
8.32,8.56,1.04,0.511,F3/F5V,17.982368,1
8.74,2.93,1.08,1.012,K0III,16.074337,0
7.04,5.54,0.72,0.219,A5Vs,15.757548,1
6.02,6.31,0.72,1.315,K2III,15.020147,0
8.82,0.6,1.12,0.864,F6/F7V+...,12.710756,1
8.34,4.31,1.11,0.409,F3V,16.512386,1
8.24,2.65,1.68,1.137,K1III,15.35623,0
5.91,2.92,1.01,1.678,M1III,13.236914,0
9.31,6.24,1.11,0.555,F7/F8V,18.285923,1
7.61,4.86,1.06,0.972,K0III,16.04318,0
8.64,14.58,0.9,0.722,G5V,19.458788,1
5.99,4.59,0.69,1.039,G7III,14.299064,0
8.51,1.26,1.12,1.663,M2III,14.011852,0
7.24,5.55,0.85,0.023,A0V,15.961465,1
8.94,3.93,1.46,1.472,G8III/IV,16.911963,1
6.66,69.61,0.57,0.734,G8V,20.873358,1
8.33,1.79,1.21,1.286,K2III,14.594265,0
7.64,1.62,0.68,0.645,G1/G2III+..,13.687574,0
7.19,5.79,0.81,0.93,G8III,16.003393,0
9.15,-1.35,2.49,1.319,K0/K1III+..,14.801668,0
6.61,9.68,0.8,1.043,K0III,16.539377,0
8.89,12.46,1.15,0.767,G3V,19.367592,1
9.2,9.8,1.68,0.526,F8V,19.15613,1
6.3,7.83,1.0,0.962,K0III,15.768809,0
7.39,3.46,1.05,0.086,B8IV/V,15.085381,1
9.16,1.56,1.79,1.504,K4V,15.125623,1
8.36,8.95,0.81,0.449,F3/F5V,18.119114,1
7.58,4.61,0.9,-0.03,B9.5V,15.898504,1
8.58,3.38,1.29,1.535,M2III,16.224583,0
4.51,23.11,0.68,0.054,A2V,16.329,1
8.27,2.61,1.05,1.148,K2IV,15.353203,1
8.37,6.7,0.64,0.408,F2V,17.500374,1
8.44,3.81,1.2,0.214,A6IV,16.344624,1
7.07,6.84,0.79,0.045,A0V,16.245281,1
6.66,9.39,0.51,0.362,F1V,16.523327,1
8.99,0.7,1.0,1.363,K3III,13.21549,0
9.68,8.44,1.57,0.699,G6V,19.311712,1
5.26,9.8,0.67,0.82,G5III,15.21613,0
7.95,12.61,1.16,0.601,G3V,18.453575,1
8.04,8.25,0.87,0.476,F5V,17.622269,1
7.64,15.08,1.7,0.631,G0IV-Vvar,18.532007,1
7.59,14.33,0.8,0.511,F8IV-V,18.371231,1
7.92,5.34,0.69,1.15,K2III/IV,16.557705,1
5.28,12.6,0.46,1.055,K1III,15.781853,0
8.42,2.47,1.27,1.709,K3III,15.383485,0
8.11,2.08,1.66,0.038,A0V,14.700315,1
9.08,4.87,0.81,1.099,K2III,17.517645,0
8.59,1.78,0.92,1.189,G8III,14.8421,0
6.83,4.82,0.94,1.574,M2III,15.245235,0
6.25,7.69,0.88,1.077,K0III,15.679632,0
8.91,17.32,0.93,0.659,G5V,20.10274,1
8.43,4.55,0.9,1.016,K0III,16.720058,0
7.96,2.98,0.73,1.569,K3/K4III,15.331081,0
8.81,5.22,0.74,0.356,F2IV,17.398354,1
8.23,2.37,2.43,0.659,A3V + G0,15.103741,1
5.56,4.79,0.83,1.159,K1III,13.961678,0
8.38,2.95,0.73,1.104,K0III,15.729111,0
3.79,33.4,0.78,1.04,K0III-IV,16.408733,1
6.57,10.1,0.81,0.964,G8IV,16.591606,1
7.76,12.16,1.11,0.478,F3/F5V,18.184668,1
6.49,5.1,0.66,1.132,K0III,15.027851,0
8.81,2.3,1.09,1.256,K1III,15.618639,0
7.65,2.42,0.94,1.478,K3III,14.569077,0
7.92,3.62,0.83,1.0,K0III,15.713543,0
10.15,4.94,2.04,0.615,F5V,18.618635,1
9.72,18.49,1.57,0.91,K3V,21.054684,1
2.75,42.25,1.05,0.147,A3IV,15.879134,1
7.67,15.88,0.84,0.546,F8/G0V,18.674252,1
5.13,14.83,0.86,0.071,A3V,15.985705,1
6.7,2.93,0.57,1.463,K3/K4III,14.034338,0
7.57,5.45,0.85,1.124,K2IIICN+...,16.251984,0
7.26,3.64,0.83,1.314,K2III,15.065508,0
7.2,2.28,0.89,0.496,F2/F3II,13.989674,0
8.32,26.3,1.08,0.764,G2V,20.419779,1
6.46,33.53,1.32,0.567,F8V,19.087168,1
8.84,2.4,0.82,1.219,K1/K2III:,15.741056,0
8.38,7.15,0.9,0.572,G0V,17.651531,1
6.19,12.08,0.87,0.49,F6III,16.600336,0
7.97,2.68,0.96,0.268,B9III/IV,15.110674,1
8.63,11.16,1.18,0.749,G8III,18.86832,0
8.99,2.8,1.18,1.236,K1III,16.22579,0
6.0,6.77,0.76,0.029,B8IV-V,15.152944,1
5.29,12.79,0.87,1.007,K1III,15.824353,0
6.33,12.23,0.95,0.338,F0IV,16.767132,1
8.19,8.76,5.32,-0.043,B8.5V,17.90252,1
7.0,6.4,0.95,1.174,K0III,16.0309,0
8.4,0.06,1.13,1.203,K0III,7.290756,0
8.52,1.94,1.02,1.097,G8/K0Ib/II,14.959009,0
7.54,5.81,0.89,1.203,K2IVCN...,16.360882,1
8.73,4.69,1.17,1.519,K3/K4III,17.085865,0
6.8,10.31,0.69,0.646,G2III,16.866295,0
9.78,38.99,1.88,1.194,K4/K5V,22.734768,1
9.6,7.41,1.34,0.822,G8IV/V,18.949091,1
6.44,22.79,0.81,0.587,F8V,18.228722,1
7.95,7.94,0.68,0.265,A3III,17.449102,0
4.59,0.26,0.55,0.541,A6Ia,6.6648664,0
7.77,1.34,0.97,-0.004,B4Vn,13.405523,1
8.46,11.52,1.19,0.491,F6V,18.767262,1
7.52,4.15,0.92,0.19,B8IV,15.610241,1
10.23,-2.37,1.69,0.833,F6Iab,17.10374,0
8.48,3.09,2.35,0.048,B9IV,15.929792,1
8.42,54.91,1.15,1.043,K3V,22.118258,1
7.35,2.69,0.99,1.619,M0III,14.498762,0
7.44,6.24,0.99,1.152,K0III,16.415924,0
8.56,1.09,0.77,1.669,M0III,13.747133,0
8.35,2.46,0.73,1.105,K1III,15.304676,0
6.21,22.15,0.67,0.536,F7V,17.936867,1
7.84,1.35,1.45,-0.016,B5V,13.491669,1
4.29,3.03,0.77,-0.235,B0.5IV,11.697213,1
6.51,21.43,0.98,0.5,F7V,18.165112,1
8.19,5.71,0.74,0.171,A3IV:,16.973179,1
8.0,23.81,1.01,0.675,G3V,19.883797,1
8.38,3.51,0.94,1.063,G8III,16.106537,0
8.16,2.02,0.66,-0.127,B3V,14.686756,1
9.08,2.53,0.86,0.013,B9V,16.095602,1
10.09,3.26,1.85,0.514,F7V,17.65609,1
9.38,11.43,1.47,0.57,G2V,19.67023,1
9.11,4.24,1.19,0.141,A2IV/V,17.24683,1
8.95,3.98,0.92,0.921,G8/K0III/IV,16.949415,1
8.07,2.02,0.64,0.052,A0Vn,14.596756,1
9.18,4.54,0.79,0.529,F5V,17.465279,1
8.1,3.35,1.61,1.598,K3/K4III:,15.7252245,0
10.88,2.12,1.94,0.916,G8III,17.51168,0
5.67,0.55,1.11,-0.228,B1Vvar,9.371814,1
8.39,3.77,1.03,1.378,K2/K3III,16.271708,0
5.18,10.15,0.82,1.525,K5III,15.21233,0
9.17,3.06,0.98,1.129,K0III,16.598606,0
9.7,3.84,1.49,0.951,G8/K0V,17.621656,1
7.64,3.03,0.6,1.547,M3III,15.047213,0
5.2,2.87,0.5,-0.173,B2IV-V,12.489409,1
7.51,2.09,0.93,0.103,B2Vp,14.110732,1
8.85,0.77,1.38,1.044,G8III,13.282454,0
7.18,17.42,0.61,0.526,F6V,18.38524,1
5.51,3.28,0.6,-0.163,B2/B3V,13.08937,1
9.79,5.76,2.0,0.67,G6:V:+...,18.592113,1
8.68,0.57,2.01,0.913,K1III,12.459374,0
7.99,4.1,0.74,1.254,K2III,16.053919,0
3.0,22.21,0.68,1.144,K1III,14.732742,0
8.3,3.85,0.96,0.997,G8/K0III,16.227304,0
9.44,4.4,0.94,0.291,A8V,17.657263,1
6.32,7.83,0.79,1.081,K1III:,15.788809,0
8.71,1.47,1.0,1.259,K2/K3III,14.546587,0
8.74,10.06,1.22,0.56,F7V,18.75299,1
8.28,9.11,1.58,0.436,F3V,18.07759,1
7.76,3.78,0.63,1.278,K3III,15.647459,0
6.27,4.64,0.54,1.348,K1III,14.602591,0
8.25,10.52,0.72,0.589,G0IV,18.360079,1
8.98,4.28,1.48,0.489,F3V,17.137218,1
9.4,6.42,0.88,0.392,F3IV,18.437675,1
7.08,6.44,0.83,0.086,A0V,16.124428,1
9.84,7.33,0.96,0.538,F7V,19.16552,1
6.53,5.28,0.69,-0.08,B5V,15.143169,1
8.08,3.39,1.22,1.066,K0III,15.730999,0
6.8,6.51,0.53,0.997,K0III,15.867906,0
9.54,4.41,1.56,0.518,F3V,17.762192,1
8.27,2.3,1.13,-0.18,B3II/III,15.07864,0
7.25,5.02,0.84,1.164,K0III,15.753519,0
7.54,2.71,0.67,1.204,K1III,14.704846,0
7.6,-0.18,0.64,0.401,B9Iab,8.876363,0
7.15,7.91,0.84,0.125,A3IV/V,16.640882,1
9.02,10.52,1.52,0.659,G3V,19.13008,1
8.61,8.15,1.06,0.703,G6V,18.165787,1
7.66,17.11,1.02,0.511,F8V,18.82625,1
8.23,21.98,1.19,0.619,G2V-VI,19.940138,1
8.9,2.54,1.01,1.098,K1III,15.924168,0
7.94,4.24,1.13,0.983,G8/K0III,16.07683,0
6.38,12.82,0.58,0.249,A2/A3II/III,16.919441,0
7.73,3.29,1.03,1.018,K0III,15.315979,0
5.93,10.73,0.81,1.041,G8/K0III,16.082998,0
5.4,58.0,0.55,0.561,G3IV,19.21714,1
6.6,2.1,0.74,0.087,B9V,13.211096,1
7.5,14.44,0.99,0.57,F8V,18.297836,1
7.4,1.2,1.44,-0.085,A0V,12.795906,1
8.68,6.06,1.2,0.49,F5V,17.592363,1
9.9,17.52,1.62,0.982,K1IV/V,21.11767,1
9.95,2.06,1.47,1.069,K2III,16.519337,0
7.65,9.7,0.72,0.212,A4V,17.583858,1
6.69,10.59,0.55,0.365,F0III,16.814482,0
8.97,11.56,1.31,0.674,G3V,19.28479,1
5.24,13.06,0.59,0.356,F2III,15.8197155,0
8.49,1.7,1.31,1.658,M3III,14.642244,0
9.1,10.28,1.29,0.513,F3/F5V,19.159966,1
9.72,-1.95,3.24,0.456,F3V,16.170174,1
7.73,6.39,0.68,0.927,G8IV,16.757504,1
7.91,2.65,1.01,1.23,K1III,15.02623,0
11.06,11.59,3.62,0.853,K2III,21.380417,0
6.49,5.01,0.57,1.293,K2III,14.989188,0
4.54,13.92,1.39,1.252,K3III...,15.258195,0
9.26,2.52,1.28,1.82,F8Ib/II,16.267002,0
8.16,1.24,1.26,1.264,K1III,13.627109,0
6.18,1.01,0.49,0.175,A6II/III,11.201607,0
6.66,6.11,0.54,1.0,G8III,15.590206,0
7.36,3.92,0.71,-0.077,B5III,15.32643,0
8.37,0.01,1.31,1.443,M2III:,3.37,0
8.99,3.63,0.85,1.164,K1III,16.789534,0
8.92,5.97,1.46,0.358,A8III,17.799871,0
9.66,13.84,0.96,0.679,G6V,20.36568,1
8.86,0.16,1.4,0.09,B9V,9.8806,1
8.1,10.54,1.1,0.456,F3V,18.214203,1
9.32,8.54,1.37,0.598,F8V,18.97729,1
5.97,6.52,0.79,-0.082,B8III,15.041237,0
8.44,6.34,0.98,0.435,F2V,17.450447,1
9.11,2.87,1.19,0.905,K0III,16.39941,0
9.07,10.6,1.33,0.585,G2/G3V,19.19653,1
8.25,13.28,1.0,0.499,F5V,18.86599,1
9.55,0.61,1.43,1.201,K3IV,13.476649,1
8.24,5.14,0.95,0.324,F0V,16.794815,1
8.87,5.27,1.3,1.058,K0III,17.479053,0
8.82,6.44,1.24,0.374,F0V,17.86443,1
7.82,39.06,0.93,0.755,G9V,20.778662,1
9.17,1.97,0.93,1.256,K1III,15.642331,0
7.09,16.66,0.84,0.418,F3/F5IV/V,18.198376,1
5.07,12.47,1.04,0.038,A2V,15.549332,1
8.17,3.12,1.01,1.048,K0III,15.640773,0
9.36,8.26,1.02,0.688,G3V,18.9449,1
9.01,4.06,1.37,0.256,B5III/IV,17.052631,1
6.22,27.72,0.79,0.429,F5V,18.433966,1
8.12,5.26,1.1,1.039,K0III/IV,16.72493,1
7.91,14.81,1.33,0.506,F5V,18.762775,1
8.77,-0.48,1.3,0.92,G2Iab,12.176207,0
10.88,-0.9,1.48,0.045,A0V,15.651213,1
9.45,9.77,1.51,0.689,G5IV/V,19.399473,1
7.41,31.15,0.85,0.69,G8V,19.877289,1
8.53,5.29,1.14,1.189,K1III/IV,17.147278,1
6.48,15.78,0.66,0.417,F5V,17.470535,1
8.57,4.31,1.32,0.991,K0III,16.742386,0
8.99,2.99,1.05,0.993,K1III,16.368355,0
7.88,11.4,1.07,0.451,F3V,18.164524,1
8.75,1.75,0.85,1.385,K2III,14.965191,0
6.85,8.21,0.91,1.028,G8III,16.421715,0
8.78,17.28,1.23,0.738,G8IV/V,19.967716,1
9.51,1.93,1.03,1.062,K0III,15.937786,0
8.04,7.01,0.81,0.528,F5V,17.268589,1
8.73,3.27,1.34,0.972,K0III,16.302738,0
8.22,10.41,1.22,0.436,F5V,18.307255,1
8.69,1.93,1.36,2.102,M2Ib,15.117786,0
5.3,42.86,0.97,0.642,G2IV,18.460262,1
8.27,0.16,1.05,1.34,K3III,9.2906,0
6.69,5.86,0.98,1.039,K0III,15.529488,0
7.66,2.34,0.62,1.264,K2III,14.506079,0
8.89,3.95,0.73,0.947,G8/K0III,16.872986,0
5.36,11.8,0.75,-0.001,A1V,15.71941,1
8.01,4.04,0.85,1.07,K0III,16.041908,0
6.05,7.55,1.22,-0.024,B9.5V,15.439735,1
8.78,17.41,0.68,0.591,G0V,19.983994,1
9.25,2.06,1.24,1.111,K0III,15.819336,0
8.58,4.09,1.12,0.178,A5IV,16.638617,1
9.23,4.79,1.45,0.377,A9V,17.631678,1
5.74,18.84,1.81,0.516,K2Vvar,17.115404,1
7.13,7.17,0.75,0.453,F5IV,16.407597,1
10.15,4.6,1.77,0.67,G3/G5V,18.463789,1
8.43,0.16,1.03,1.626,M1III,9.4506,0
7.34,1.63,0.99,1.56,K2/K3III,13.400938,0
6.99,2.24,0.77,1.116,K0III,13.74124,0
6.7,10.25,0.84,0.284,F2III,16.75362,0
5.71,11.4,0.76,1.05,K0III,15.994524,0
8.9,41.16,0.96,1.045,K4V,21.972376,1
8.77,5.69,1.1,0.33,A9IV/V,17.545563,1
